ticker,date,open,high,low,close
BTC,2010-12-19,0.241,0.2499,0.24,0.2401
BTC,2010-12-20,0.2401,0.275,0.24,0.267
BTC,2010-12-21,0.267,0.267,0.24,0.24
BTC,2010-12-22,0.24,0.25,0.24,0.25
BTC,2010-12-23,0.25,0.25,0.241,0.25
BTC,2010-12-24,0.25,0.25,0.242,0.248
BTC,2010-12-25,0.248,0.25,0.2475,0.2499
BTC,2010-12-26,0.2499,0.27,0.2464,0.265
BTC,2010-12-27,0.265,0.27,0.251,0.265
BTC,2010-12-28,0.265,0.281,0.2612,0.281
BTC,2010-12-29,0.281,0.301,0.271,0.3
BTC,2010-12-30,0.3,0.3,0.291,0.3
BTC,2010-12-31,0.3,0.3,0.292,0.3
BTC,2011-01-01,0.3,0.3,0.292,0.3
BTC,2011-01-02,0.3,0.3,0.289,0.3
BTC,2011-01-03,0.3,0.3,0.29,0.295
BTC,2011-01-04,0.295,0.2999,0.289,0.2989
BTC,2011-01-05,0.2989,0.299,0.29,0.299
BTC,2011-01-06,0.299,0.299,0.29,0.298
BTC,2011-01-07,0.298,0.322,0.2975,0.32
BTC,2011-01-08,0.32,0.3229,0.309,0.3229
BTC,2011-01-09,0.3229,0.323,0.3229,0.323
BTC,2011-01-10,0.323,0.329,0.3175,0.3266
BTC,2011-01-11,0.3266,0.3266,0.3176,0.3266
BTC,2011-01-12,0.3266,0.3557,0.318,0.3188
BTC,2011-01-13,0.3188,0.405,0.3176,0.3176
BTC,2011-01-14,0.3176,0.45,0.3176,0.4
BTC,2011-01-15,0.4,0.4,0.385,0.386
BTC,2011-01-16,0.386,0.4,0.386,0.3868
BTC,2011-01-17,0.3868,0.3868,0.315,0.3495
BTC,2011-01-18,0.3495,0.3495,0.305,0.313
BTC,2011-01-19,0.313,0.313,0.305,0.313
BTC,2011-01-20,0.313,0.39,0.31,0.39
BTC,2011-01-21,0.39,0.44,0.368,0.4199
BTC,2011-01-22,0.4199,0.4443,0.39,0.4443
BTC,2011-01-23,0.4443,0.4443,0.42,0.4424
BTC,2011-01-24,0.4424,0.4424,0.381,0.4199
BTC,2011-01-25,0.4199,0.425,0.4,0.41
BTC,2011-01-26,0.41,0.42,0.3904,0.417
BTC,2011-01-27,0.417,0.45,0.4085,0.4212
BTC,2011-01-28,0.4212,0.446,0.4212,0.446
BTC,2011-01-29,0.446,0.446,0.43,0.439
BTC,2011-01-30,0.439,0.48,0.439,0.4799
BTC,2011-01-31,0.4799,0.95,0.47,0.52
BTC,2011-02-01,0.52,0.85,0.52,0.7
BTC,2011-02-02,0.7,0.76,0.69,0.716
BTC,2011-02-03,0.716,0.75,0.6501,0.69
BTC,2011-02-04,0.69,0.88,0.67,0.811
BTC,2011-02-05,0.811,0.92,0.811,0.92
BTC,2011-02-06,0.92,0.92,0.83,0.8997
BTC,2011-02-07,0.8997,0.9,0.83,0.89
BTC,2011-02-08,0.89,0.918,0.8617,0.918
BTC,2011-02-09,0.918,1.09,0.82,1.09
BTC,2011-02-10,1.09,1.1,0.8,0.9803
BTC,2011-02-11,0.9803,1.09,0.9264,1.07
BTC,2011-02-12,1.07,1.08,0.9906,1.08
BTC,2011-02-13,1.08,1.08,1.02,1.05
BTC,2011-02-14,1.05,1.08,1.03,1.07
BTC,2011-02-15,1.07,1.09,1.03,1.05
BTC,2011-02-16,1.05,1.05,1.02,1.05
BTC,2011-02-17,1.05,1.05,1.02,1.04
BTC,2011-02-18,1.04,1.04,0.7801,0.8989
BTC,2011-02-19,0.8989,0.98,0.8376,0.949
BTC,2011-02-20,0.949,0.949,0.83,0.85
BTC,2011-02-21,0.85,0.8796,0.8313,0.8345
BTC,2011-02-22,0.8345,0.95,0.8313,0.8702
BTC,2011-02-23,0.8702,0.945,0.8681,0.9
BTC,2011-02-24,0.9,1.0,0.9,0.9974
BTC,2011-02-25,0.9974,0.9998,0.9111,0.9111
BTC,2011-02-26,0.9111,0.97,0.9106,0.958
BTC,2011-02-27,0.958,0.958,0.89,0.89
BTC,2011-02-28,0.89,0.92,0.845,0.86
BTC,2011-03-01,0.86,0.97,0.8502,0.9202
BTC,2011-03-02,0.9202,0.94,0.9102,0.9399
BTC,2011-03-03,0.9399,0.9399,0.91,0.9391
BTC,2011-03-04,0.9391,0.9391,0.9001,0.901
BTC,2011-03-05,0.901,0.9189,0.8111,0.9103
BTC,2011-03-06,0.9103,0.9103,0.81,0.8999
BTC,2011-03-07,0.8999,0.909,0.846,0.885
BTC,2011-03-08,0.885,0.885,0.85,0.87
BTC,2011-03-09,0.87,0.87,0.85,0.8645
BTC,2011-03-10,0.8645,0.9329,0.8497,0.9329
BTC,2011-03-11,0.9329,0.9329,0.8601,0.88
BTC,2011-03-12,0.88,0.9197,0.88,0.918
BTC,2011-03-13,0.918,0.918,0.8898,0.8925
BTC,2011-03-14,0.8925,0.9,0.88,0.8949
BTC,2011-03-15,0.8949,0.8949,0.87,0.87
BTC,2011-03-16,0.87,0.88,0.836,0.86
BTC,2011-03-17,0.86,0.88,0.81,0.8254
BTC,2011-03-18,0.8254,0.8506,0.71,0.8165
BTC,2011-03-19,0.8165,0.8165,0.7313,0.765
BTC,2011-03-20,0.765,0.79,0.7402,0.7411
BTC,2011-03-21,0.7411,0.7724,0.7405,0.759
BTC,2011-03-22,0.759,0.81,0.7405,0.809
BTC,2011-03-23,0.809,0.85,0.78,0.8497
BTC,2011-03-24,0.8497,0.9,0.8266,0.8669
BTC,2011-03-25,0.8669,0.89,0.861,0.8838
BTC,2011-03-26,0.8838,0.905,0.841,0.8552
BTC,2011-03-27,0.8552,0.8721,0.8152,0.82
BTC,2011-03-28,0.82,0.85,0.76,0.799
BTC,2011-03-29,0.799,0.7997,0.7648,0.7925
BTC,2011-03-30,0.7925,0.795,0.766,0.7897
BTC,2011-03-31,0.7897,0.801,0.768,0.7846
BTC,2011-04-01,0.7846,0.797,0.7741,0.7741
BTC,2011-04-02,0.7741,0.7998,0.7741,0.782
BTC,2011-04-03,0.782,0.7949,0.777,0.779
BTC,2011-04-04,0.779,0.785,0.5619,0.68
BTC,2011-04-05,0.68,0.7478,0.58,0.71
BTC,2011-04-06,0.71,0.75,0.6902,0.74
BTC,2011-04-07,0.74,0.7849,0.7205,0.7538
BTC,2011-04-08,0.7538,0.799,0.7309,0.75
BTC,2011-04-09,0.75,0.7676,0.7205,0.73
BTC,2011-04-10,0.73,0.7589,0.71,0.7369
BTC,2011-04-11,0.7369,0.799,0.7103,0.77
BTC,2011-04-12,0.77,0.899,0.77,0.86
BTC,2011-04-13,0.86,1.0,0.86,0.9225
BTC,2011-04-14,0.9225,1.0,0.91,1.0
BTC,2011-04-15,1.0,1.09,0.911,0.9899
BTC,2011-04-16,0.9899,1.1,0.9541,1.05
BTC,2011-04-17,1.05,1.14,1.03,1.11
BTC,2011-04-18,1.11,1.2,1.11,1.16
BTC,2011-04-19,1.16,1.2,1.14,1.2
BTC,2011-04-20,1.2,1.2,1.13,1.14
BTC,2011-04-21,1.14,1.21,1.14,1.21
BTC,2011-04-22,1.21,1.41,1.19,1.41
BTC,2011-04-23,1.41,1.95,1.32,1.7
BTC,2011-04-24,1.7,1.95,1.6,1.63
BTC,2011-04-25,1.63,1.7,1.52,1.56
BTC,2011-04-26,1.56,1.79,1.53,1.79
BTC,2011-04-27,1.79,1.95,1.72,1.9
BTC,2011-04-28,1.9,2.65,1.66,2.21
BTC,2011-04-29,2.21,2.95,2.21,2.88
BTC,2011-04-30,2.88,4.15,2.75,3.5
BTC,2011-05-01,3.5,3.87,2.5,3.03
BTC,2011-05-02,3.03,3.5,3.03,3.2
BTC,2011-05-03,3.2,3.49,3.11,3.41
BTC,2011-05-04,3.41,3.58,3.25,3.41
BTC,2011-05-05,3.41,3.45,3.33,3.33
BTC,2011-05-06,3.33,3.61,3.29,3.45
BTC,2011-05-07,3.45,3.7,3.43,3.64
BTC,2011-05-08,3.64,3.94,3.63,3.87
BTC,2011-05-09,3.87,3.9,3.69,3.8
BTC,2011-05-10,3.8,5.99,3.8,5.81
BTC,2011-05-11,5.81,6.07,4.6,5.5
BTC,2011-05-12,5.5,6.49,5.22,6.3
BTC,2011-05-13,6.3,8.45,6.3,8.2
BTC,2011-05-14,8.2,8.9,5.83,7.2
BTC,2011-05-15,7.2,7.78,6.2,6.99
BTC,2011-05-16,6.99,8.5,6.75,8.03
BTC,2011-05-17,8.03,8.39,6.98,7.19
BTC,2011-05-18,7.19,7.5,6.6,6.88
BTC,2011-05-19,6.88,7.34,6.61,6.81
BTC,2011-05-20,6.81,7.1,5.58,5.59
BTC,2011-05-21,5.59,6.52,5.58,6.12
BTC,2011-05-22,6.12,6.76,5.99,6.69
BTC,2011-05-23,6.69,7.45,6.69,7.15
BTC,2011-05-24,7.15,7.51,6.96,7.42
BTC,2011-05-25,7.42,9.33,7.22,8.4
BTC,2011-05-26,8.4,8.99,8.01,8.8
BTC,2011-05-27,8.8,8.83,8.5,8.5
BTC,2011-05-28,8.5,8.7,8.11,8.3
BTC,2011-05-29,8.3,8.49,8.1,8.43
BTC,2011-05-30,8.43,9.0,8.25,8.8
BTC,2011-05-31,8.8,9.5,8.1,8.74
BTC,2011-06-01,8.74,9.7,8.3,9.57
BTC,2011-06-02,9.57,10.89,9.5,10.6
BTC,2011-06-03,10.6,14.5,10.58,14.29
BTC,2011-06-04,14.29,18.89,14.04,18.89
BTC,2011-06-05,18.89,19.0,16.2,16.7
BTC,2011-06-06,16.7,19.23,16.45,18.55
BTC,2011-06-07,18.55,24.32,18.26,23.92
BTC,2011-06-08,23.92,31.91,22.21,29.6
BTC,2011-06-09,29.6,31.5,26.15,28.92
BTC,2011-06-10,28.92,29.4,20.01,23.95
BTC,2011-06-11,23.95,23.99,13.0,14.65
BTC,2011-06-12,14.65,24.99,10.25,18.55
BTC,2011-06-13,18.55,24.5,16.0,19.84
BTC,2011-06-14,19.84,20.5,18.0,19.28
BTC,2011-06-15,19.28,20.0,19.02,19.49
BTC,2011-06-16,19.49,19.89,17.0,17.0
BTC,2011-06-17,17.0,18.34,13.0,15.68
BTC,2011-06-18,15.68,16.95,15.05,16.89
BTC,2011-06-19,16.89,18.88,16.85,17.51
BTC,2011-06-20,17.51,17.51,17.51,17.51
BTC,2011-06-21,17.51,17.51,17.51,17.51
BTC,2011-06-22,17.51,17.51,17.51,17.51
BTC,2011-06-23,17.51,17.51,17.51,17.51
BTC,2011-06-24,17.51,17.51,17.51,17.51
BTC,2011-06-25,17.51,17.51,17.51,17.51
BTC,2011-06-26,17.51,17.51,14.01,16.45
BTC,2011-06-27,16.45,18.0,15.0,16.75
BTC,2011-06-28,16.75,17.52,16.5,16.95
BTC,2011-06-29,16.95,17.2,16.67,16.85
BTC,2011-06-30,16.85,17.0,15.73,16.1
BTC,2011-07-01,16.1,16.74,15.26,15.4
BTC,2011-07-02,15.4,15.8,15.27,15.4
BTC,2011-07-03,15.4,15.69,15.31,15.44
BTC,2011-07-04,15.44,15.49,13.14,13.86
BTC,2011-07-05,13.86,15.0,11.0,12.91
BTC,2011-07-06,12.91,16.5,12.67,14.78
BTC,2011-07-07,14.78,15.9,14.5,14.78
BTC,2011-07-08,14.78,15.64,13.9,14.31
BTC,2011-07-09,14.31,14.7,14.02,14.38
BTC,2011-07-10,14.38,15.68,14.35,14.9
BTC,2011-07-11,14.9,15.2,13.8,14.21
BTC,2011-07-12,14.21,14.64,13.9,14.01
BTC,2011-07-13,14.01,14.15,13.91,13.95
BTC,2011-07-14,13.95,14.07,13.7,13.99
BTC,2011-07-15,13.99,14.09,13.5,13.81
BTC,2011-07-16,13.81,13.81,13.5,13.72
BTC,2011-07-17,13.72,13.75,13.02,13.16
BTC,2011-07-18,13.16,13.92,12.51,13.48
BTC,2011-07-19,13.48,14.7,13.44,13.85
BTC,2011-07-20,13.85,14.0,13.4,13.69
BTC,2011-07-21,13.69,13.78,13.4,13.61
BTC,2011-07-22,13.61,13.81,13.45,13.7
BTC,2011-07-23,13.7,13.76,13.51,13.68
BTC,2011-07-24,13.68,14.1,13.6,13.98
BTC,2011-07-25,13.98,14.72,13.76,14.05
BTC,2011-07-26,14.05,14.05,13.77,13.88
BTC,2011-07-27,13.88,14.13,13.85,13.94
BTC,2011-07-28,13.94,13.94,13.31,13.49
BTC,2011-07-29,13.49,13.7,13.33,13.5
BTC,2011-07-30,13.5,13.63,13.45,13.53
BTC,2011-07-31,13.53,14.9,12.83,13.35
BTC,2011-08-01,13.35,13.55,12.85,13.09
BTC,2011-08-02,13.09,13.1,11.5,12.05
BTC,2011-08-03,12.05,12.16,8.7,9.26
BTC,2011-08-04,9.26,11.15,9.26,10.75
BTC,2011-08-05,10.75,10.99,9.5,9.8
BTC,2011-08-06,9.8,9.95,5.74,6.55
BTC,2011-08-07,6.55,9.47,6.01,7.9
BTC,2011-08-08,7.9,8.16,7.06,7.8
BTC,2011-08-09,7.8,12.1,7.67,9.99
BTC,2011-08-10,9.99,10.4,9.5,9.98
BTC,2011-08-11,9.98,10.5,8.45,9.46
BTC,2011-08-12,9.46,9.8,8.91,9.46
BTC,2011-08-13,9.46,10.25,9.28,10.13
BTC,2011-08-14,10.13,11.24,9.62,10.8
BTC,2011-08-15,10.8,11.89,10.72,11.15
BTC,2011-08-16,11.15,11.32,10.81,10.96
BTC,2011-08-17,10.96,11.1,10.66,10.95
BTC,2011-08-18,10.95,11.05,10.81,10.83
BTC,2011-08-19,10.83,11.81,10.83,11.65
BTC,2011-08-20,11.65,11.69,11.4,11.45
BTC,2011-08-21,11.45,11.51,11.31,11.31
BTC,2011-08-22,11.31,11.5,10.51,10.9
BTC,2011-08-23,10.9,11.3,10.81,10.94
BTC,2011-08-24,10.94,11.08,10.83,10.85
BTC,2011-08-25,10.85,10.89,9.1,9.66
BTC,2011-08-26,9.66,9.89,7.64,8.18
BTC,2011-08-27,8.18,9.11,8.12,8.59
BTC,2011-08-28,8.59,9.48,8.45,9.07
BTC,2011-08-29,9.07,9.27,8.65,8.97
BTC,2011-08-30,8.97,9.0,8.55,8.79
BTC,2011-08-31,8.79,8.79,8.01,8.2
BTC,2011-09-01,8.2,8.36,8.1,8.21
BTC,2011-09-02,8.21,8.71,8.21,8.64
BTC,2011-09-03,8.64,8.69,8.36,8.48
BTC,2011-09-04,8.48,8.49,7.85,8.18
BTC,2011-09-05,8.18,8.19,7.25,7.61
BTC,2011-09-06,7.61,7.66,6.12,6.86
BTC,2011-09-07,6.86,7.6,6.53,7.19
BTC,2011-09-08,7.19,7.2,6.51,6.53
BTC,2011-09-09,6.53,6.58,4.18,5.03
BTC,2011-09-10,5.03,5.49,4.63,4.77
BTC,2011-09-11,4.77,7.4,4.6,5.86
BTC,2011-09-12,5.86,6.58,5.41,6.08
BTC,2011-09-13,6.08,6.09,5.7,5.8
BTC,2011-09-14,5.8,5.85,5.32,5.62
BTC,2011-09-15,5.62,5.62,4.44,4.84
BTC,2011-09-16,4.84,4.99,4.61,4.82
BTC,2011-09-17,4.82,4.93,4.7,4.77
BTC,2011-09-18,4.77,5.6,4.72,5.2
BTC,2011-09-19,5.2,5.64,4.9,5.46
BTC,2011-09-20,5.46,6.8,5.45,6.11
BTC,2011-09-21,6.11,6.29,5.06,5.61
BTC,2011-09-22,5.61,5.83,5.29,5.43
BTC,2011-09-23,5.43,5.71,5.41,5.55
BTC,2011-09-24,5.55,5.64,5.32,5.47
BTC,2011-09-25,5.47,5.49,5.32,5.33
BTC,2011-09-26,5.33,5.4,4.72,4.87
BTC,2011-09-27,4.87,5.13,4.78,4.92
BTC,2011-09-28,4.92,4.97,4.63,4.77
BTC,2011-09-29,4.77,4.8,4.67,4.78
BTC,2011-09-30,4.78,5.35,4.74,5.14
BTC,2011-10-01,5.14,5.25,4.86,5.03
BTC,2011-10-02,5.03,5.1,4.91,5.03
BTC,2011-10-03,5.03,5.04,4.89,5.02
BTC,2011-10-04,5.02,5.03,4.92,4.96
BTC,2011-10-05,4.96,5.03,4.83,4.87
BTC,2011-10-06,4.87,4.9,4.5,4.73
BTC,2011-10-07,4.73,4.8,3.78,4.27
BTC,2011-10-08,4.27,4.34,3.83,4.01
BTC,2011-10-09,4.01,4.39,4.01,4.1
BTC,2011-10-10,4.1,4.2,4.01,4.1
BTC,2011-10-11,4.1,4.1,3.85,3.93
BTC,2011-10-12,3.93,4.45,3.9,4.15
BTC,2011-10-13,4.15,4.2,4.0,4.05
BTC,2011-10-14,4.05,4.11,3.95,3.99
BTC,2011-10-15,3.99,4.05,3.71,3.84
BTC,2011-10-16,3.84,3.9,3.4,3.56
BTC,2011-10-17,3.56,3.74,2.26,2.56
BTC,2011-10-18,2.56,2.9,2.31,2.42
BTC,2011-10-19,2.42,2.54,2.04,2.27
BTC,2011-10-20,2.27,2.39,2.22,2.35
BTC,2011-10-21,2.35,2.72,2.33,2.57
BTC,2011-10-22,2.57,3.3,2.55,3.16
BTC,2011-10-23,3.16,3.2,2.95,3.17
BTC,2011-10-24,3.17,3.19,2.48,2.55
BTC,2011-10-25,2.55,3.04,2.44,2.77
BTC,2011-10-26,2.77,2.85,2.65,2.77
BTC,2011-10-27,2.77,3.09,2.73,3.04
BTC,2011-10-28,3.04,3.26,2.91,3.19
BTC,2011-10-29,3.19,3.83,3.14,3.58
BTC,2011-10-30,3.58,3.65,3.2,3.27
BTC,2011-10-31,3.27,3.32,3.07,3.25
BTC,2011-11-01,3.25,3.35,3.07,3.15
BTC,2011-11-02,3.15,3.44,3.14,3.25
BTC,2011-11-03,3.25,3.28,3.1,3.15
BTC,2011-11-04,3.15,3.21,3.01,3.11
BTC,2011-11-05,3.11,3.15,2.85,2.97
BTC,2011-11-06,2.97,3.0,2.92,2.96
BTC,2011-11-07,2.96,3.03,2.95,3.01
BTC,2011-11-08,3.01,3.21,3.01,3.04
BTC,2011-11-09,3.04,3.11,2.89,2.95
BTC,2011-11-10,2.95,2.97,2.8,2.84
BTC,2011-11-11,2.84,3.11,2.82,3.08
BTC,2011-11-12,3.08,3.11,3.01,3.03
BTC,2011-11-13,3.03,3.05,2.95,3.0
BTC,2011-11-14,3.0,3.0,2.1,2.22
BTC,2011-11-15,2.22,2.49,2.11,2.33
BTC,2011-11-16,2.33,2.6,2.3,2.56
BTC,2011-11-17,2.56,2.59,1.99,2.25
BTC,2011-11-18,2.25,2.39,2.0,2.05
BTC,2011-11-19,2.05,2.26,2.0,2.2
BTC,2011-11-20,2.2,2.5,2.15,2.2
BTC,2011-11-21,2.2,2.31,2.17,2.29
BTC,2011-11-22,2.29,2.35,2.25,2.33
BTC,2011-11-23,2.33,2.38,2.27,2.33
BTC,2011-11-24,2.33,2.56,2.31,2.43
BTC,2011-11-25,2.43,2.53,2.37,2.51
BTC,2011-11-26,2.51,2.53,2.41,2.47
